date,open,low,high,close,adj_close,volume,shares_outstanding
2006-10-13,80.74,80.73,82.42,82.29,49.38,8146876,1582807200.0
2006-10-16,82.29,81.98,83.75,82.9,49.74,9030223,1582807200.0
2006-10-17,82.55,82.43,84.07,83.13,49.88,13907093,1582807200.0
2006-10-18,86.62,85.78,87.99,85.87,51.53,29157459,1582807200.0
2006-10-19,85.52,85.38,86.98,85.91,51.55,11162284,1582807200.0
2006-10-20,86.08,85.61,86.71,86.5,51.91,7730881,1582807200.0
2006-10-23,86.09,86.05,87.95,87.53,52.53,9269966,1582807200.0
2006-10-24,86.91,86.81,87.91,87.47,52.49,9646526,1582807200.0
2006-10-25,87.2,86.94,87.94,87.79,52.68,6403717,1582807200.0
2006-10-26,87.6,87.24,87.89,87.51,52.52,5219854,1582807200.0
2006-10-27,86.91,86.6,87.85,86.77,52.07,6108954,1582807200.0
2006-10-30,86.33,85.85,87.95,87.48,52.49,5851324,1582807200.0
2006-10-31,87.48,87.48,88.6,88.27,52.97,9693596,1582807200.0
2006-11-01,88.43,87.48,88.6,87.76,52.66,6114602,1582807200.0
2006-11-02,87.76,87.24,87.91,87.65,52.6,5120275,1582807200.0
2006-11-03,87.72,87.17,88.28,87.39,52.44,4713694,1582807200.0
2006-11-06,87.48,87.48,88.66,88.53,53.12,6527668,1582807200.0
2006-11-07,88.36,88.35,89.29,88.38,53.04,7641239,1582807200.0
2006-11-08,88.19,87.96,88.83,88.52,53.29,6299221,1582807200.0
2006-11-09,88.52,88.31,89.09,88.36,53.19,4726769,1582807200.0
2006-11-10,88.24,87.6,88.29,87.72,52.81,5616602,1582807200.0
2006-11-13,87.72,87.39,88.37,88.02,52.99,4558782,1582807200.0
2006-11-14,87.95,87.62,89.19,89.19,53.69,6143158,1582807200.0
2006-11-15,88.99,88.47,89.18,89.02,53.59,4364749,1582807200.0
2006-11-16,88.98,88.53,89.48,89.36,53.8,4363389,1582807200.0
2006-11-17,89.31,89.21,89.91,89.68,53.99,5492546,1582807200.0
2006-11-20,89.65,88.92,89.67,89.15,53.67,5241088,1582807200.0
2006-11-21,88.77,88.77,89.32,88.99,53.57,3208919,1582807200.0
2006-11-22,88.81,88.72,89.62,89.41,53.83,3505878,1582807200.0
2006-11-24,88.96,88.89,89.63,89.24,53.73,2227771,1582807200.0
2006-11-27,88.63,87.11,89.14,87.43,52.63,6573064,1582807200.0
2006-11-28,87.05,86.45,87.54,87.33,52.58,5190357,1582807200.0
2006-11-29,87.33,87.01,87.63,87.5,52.67,4835658,1582807200.0
2006-11-30,87.33,87.24,88.41,87.88,52.9,6768352,1582807200.0
2006-12-01,87.86,86.57,87.87,87.24,52.52,5695888,1582807200.0
2006-12-04,88.43,88.19,89.82,89.4,53.82,7853263,1582807200.0
2006-12-05,89.48,89.33,90.48,90.33,54.38,7202965,1582807200.0
2006-12-06,90.54,89.88,90.7,89.98,54.17,6220876,1582807200.0
2006-12-07,89.87,89.44,90.28,90.09,54.23,4509097,1582807200.0
2006-12-08,89.53,89.36,90.24,89.73,54.02,4330440,1582807200.0
2006-12-11,89.6,89.45,90.2,89.52,53.89,3618323,1582807200.0
2006-12-12,89.48,89.2,90.68,89.98,54.17,8141855,1582807200.0
2006-12-13,90.61,90.34,91.14,90.6,54.54,6737600,1582807200.0
2006-12-14,90.59,90.38,91.51,91.17,54.88,4857729,1582807200.0
2006-12-15,91.41,90.87,91.59,91.11,54.85,8458479,1582807200.0
2006-12-18,90.77,90.63,91.93,91.24,54.93,8352205,1582807200.0
2006-12-19,90.92,90.74,92.15,91.78,55.25,5160127,1582807200.0
2006-12-20,92.07,91.49,92.26,91.78,55.25,3822712,1582807200.0
2006-12-21,91.64,91.33,92.26,91.69,55.2,4608258,1582807200.0
2006-12-22,91.54,91.05,91.76,91.06,54.82,3170949,1582807200.0
2006-12-26,90.82,90.75,91.6,91.45,55.06,2383520,1582807200.0
2006-12-27,92.06,92.04,92.95,92.93,55.94,4781894,1582807200.0
2006-12-28,92.84,92.61,93.12,92.71,55.81,4708778,1582807200.0
2006-12-29,92.73,92.57,93.58,92.88,55.91,4660871,1582807200.0
2007-01-03,92.9,92.03,94.07,92.99,55.98,9619853,1568477000.0
2007-01-04,92.69,92.62,94.45,93.99,56.58,11008627,1568477000.0
2007-01-05,93.31,92.65,93.64,93.14,56.07,7553480,1568477000.0
2007-01-08,94.17,94.02,95.12,94.55,56.92,10815640,1568477000.0
2007-01-09,94.88,94.71,95.92,95.67,57.6,11619177,1568477000.0
2007-01-10,94.67,93.62,94.69,94.54,56.92,9147061,1568477000.0
2007-01-11,95.46,94.17,95.51,94.31,56.78,8368732,1568477000.0
2007-01-12,94.64,94.17,95.31,94.97,57.17,6941779,1568477000.0
2007-01-16,95.03,94.93,96.41,96.39,58.03,10043901,1568477000.0
2007-01-17,96.26,95.51,96.46,95.62,57.57,8577932,1568477000.0
2007-01-18,95.4,94.56,95.55,95.08,57.24,15309361,1568477000.0
2007-01-19,90.82,90.39,92.59,91.94,55.35,27233447,1568477000.0
2007-01-22,92.18,91.89,92.95,92.84,55.89,14162108,1568477000.0
2007-01-23,92.65,91.97,93.1,92.81,55.87,10812920,1568477000.0
2007-01-24,92.87,92.33,93.29,93.12,56.06,5962200,1568477000.0
2007-01-25,92.94,92.94,93.61,93.22,56.12,6486560,1568477000.0
2007-01-26,93.2,92.58,93.53,93.16,56.09,6036571,1568477000.0
2007-01-29,93.79,93.16,94.32,94.21,56.71,7630361,1568477000.0
2007-01-30,94.28,94.17,95.08,95.0,57.19,7508083,1568477000.0
2007-01-31,94.46,94.02,95.11,94.79,57.07,6728500,1568477000.0
2007-02-01,94.62,93.65,94.82,94.65,56.98,6914792,1568477000.0
2007-02-02,94.74,94.53,95.34,94.81,57.08,6962490,1568477000.0
2007-02-05,94.81,94.55,96.02,95.97,57.77,8561301,1568477000.0
2007-02-06,95.6,95.16,95.98,95.17,57.3,6833309,1568477000.0
2007-02-07,95.41,94.76,95.95,95.16,57.46,8052317,1568477000.0
2007-02-08,94.55,94.31,95.35,95.24,57.51,6435201,1568477000.0
2007-02-09,94.98,93.51,95.32,94.22,56.89,6381018,1568477000.0
2007-02-12,94.46,93.9,94.84,94.24,56.91,5576226,1568477000.0
2007-02-13,94.26,93.5,94.4,93.97,56.74,5965129,1568477000.0
2007-02-14,94.17,93.93,95.06,94.84,57.27,5904461,1568477000.0
2007-02-15,94.7,94.15,95.14,94.57,57.1,5824756,1568477000.0
2007-02-16,94.76,94.29,94.89,94.64,57.15,5021532,1568477000.0
2007-02-20,94.32,94.22,95.09,94.98,57.35,4313913,1568477000.0
2007-02-21,94.55,94.36,95.0,94.73,57.2,4500310,1568477000.0
2007-02-22,94.46,93.47,95.12,94.17,56.86,6171505,1568477000.0
2007-02-23,94.07,93.13,94.11,93.43,56.42,6648167,1568477000.0
2007-02-26,93.56,92.22,93.56,92.65,55.94,6194517,1568477000.0
2007-02-27,91.78,88.8,91.79,89.83,54.24,12548548,1568477000.0
2007-02-28,89.59,88.4,89.95,88.85,53.65,12752414,1568477000.0
2007-03-01,86.28,84.87,88.96,88.21,53.27,13457522,1568477000.0
2007-03-02,87.82,86.85,88.31,86.9,52.47,9886060,1568477000.0
2007-03-05,86.28,86.14,88.1,87.77,53.0,10789385,1568477000.0
2007-03-06,88.34,88.2,89.76,89.67,54.15,9606673,1568477000.0
2007-03-07,89.84,89.5,90.68,89.81,54.23,10741479,1568477000.0
2007-03-08,90.11,88.45,90.65,88.91,53.69,7744479,1568477000.0
2007-03-09,89.37,88.74,89.87,89.18,53.85,6624318,1568477000.0
2007-03-12,89.19,88.88,90.03,89.97,54.33,5785740,1568477000.0
2007-03-13,89.73,88.55,90.32,88.63,53.52,7885899,1568477000.0
2007-03-14,88.63,88.05,89.89,89.64,54.13,9114739,1568477000.0
2007-03-15,89.29,89.01,89.84,89.34,53.95,6181860,1568477000.0
2007-03-16,89.38,88.93,90.3,89.15,53.83,9130220,1568477000.0
2007-03-19,89.82,89.28,90.17,89.86,54.26,4778233,1568477000.0
2007-03-20,89.87,89.44,90.37,90.34,54.55,4769760,1568477000.0
2007-03-21,90.34,89.7,91.6,91.17,55.05,8018218,1568477000.0
2007-03-22,91.03,90.49,91.24,91.0,54.95,5962618,1568477000.0
2007-03-23,90.69,90.49,91.03,90.85,54.86,4615475,1568477000.0
2007-03-26,90.67,90.17,91.06,90.82,54.84,7038952,1568477000.0
2007-03-27,90.54,90.06,90.85,90.56,54.69,4911807,1568477000.0
2007-03-28,89.77,89.67,90.84,90.11,54.41,8501888,1568477000.0
2007-03-29,90.77,89.83,90.93,90.41,54.59,7166669,1568477000.0
2007-03-30,90.1,89.46,90.58,90.11,54.41,7989453,1568477000.0
2007-04-02,90.35,89.92,91.3,91.02,54.96,6154350,1568477000.0
2007-04-03,91.25,91.14,92.0,91.87,55.48,5994417,1568477000.0
2007-04-04,91.59,91.37,92.21,91.98,55.54,4472905,1568477000.0
2007-04-05,91.76,91.54,92.5,92.28,55.72,3459227,1568477000.0
2007-04-09,92.19,91.89,92.68,92.37,55.78,5073728,1568477000.0
2007-04-10,92.16,91.94,92.54,92.22,55.68,3761834,1568477000.0
2007-04-11,92.22,90.77,92.45,90.98,54.93,6209997,1568477000.0
2007-04-12,90.69,90.37,91.61,91.46,55.23,7411224,1568477000.0
2007-04-13,91.54,90.43,91.54,90.76,54.8,6305079,1568477000.0
2007-04-16,90.81,90.55,92.06,91.95,55.52,7180895,1568477000.0
2007-04-17,92.06,91.8,93.37,92.85,56.07,10736144,1568477000.0
2007-04-18,90.63,90.25,91.69,90.63,54.73,16601798,1568477000.0
2007-04-19,90.34,89.87,90.7,90.14,54.43,9880098,1568477000.0
2007-04-20,90.84,89.78,90.97,90.42,54.6,9769954,1568477000.0
2007-04-23,91.16,90.87,91.52,91.02,54.96,7580780,1568477000.0
2007-04-24,95.17,92.95,95.51,94.16,56.86,22437432,1568477000.0
2007-04-25,94.41,94.39,97.23,97.0,58.57,15509356,1568477000.0
2007-04-26,95.98,95.8,97.04,96.46,58.25,9004491,1568477000.0
2007-04-27,95.89,95.66,96.72,96.72,58.4,6423904,1568477000.0
2007-04-30,96.66,96.53,98.47,97.72,59.0,10512718,1568477000.0
2007-05-01,97.57,97.56,98.63,98.63,59.56,9068925,1568477000.0
2007-05-02,98.28,97.64,98.6,97.72,59.01,7134034,1568477000.0
2007-05-03,97.61,96.89,98.47,98.28,59.34,7638101,1568477000.0
2007-05-04,98.23,97.75,98.5,98.43,59.44,5716181,1568477000.0
2007-05-07,98.24,97.9,98.63,98.24,59.32,5878625,1568477000.0
2007-05-08,97.9,97.72,98.84,98.75,59.86,6239390,1568477000.0
2007-05-09,99.36,99.14,100.14,99.79,60.49,8794873,1568477000.0
2007-05-10,99.25,99.15,100.49,100.08,60.66,9371951,1568477000.0
2007-05-11,100.09,100.07,101.33,101.32,61.42,6303301,1568477000.0
2007-05-14,101.16,100.18,101.58,100.93,61.18,5996300,1568477000.0
2007-05-15,100.76,100.1,101.15,100.22,60.75,6384993,1568477000.0
2007-05-16,100.48,99.93,101.23,101.21,61.35,5871721,1568477000.0
2007-05-17,100.97,100.12,101.56,100.68,61.03,8060894,1568477000.0
2007-05-18,101.19,100.96,103.3,103.24,62.58,10310945,1568477000.0
2007-05-21,102.44,102.17,103.25,102.33,62.03,7857761,1568477000.0
2007-05-22,102.25,101.35,102.53,102.01,61.83,5557712,1568477000.0
2007-05-23,102.1,100.62,102.29,100.94,61.19,4599157,1568477000.0
2007-05-24,100.62,99.02,101.32,99.38,60.24,7244910,1568477000.0
2007-05-25,99.33,99.28,100.79,100.55,60.95,6404658,1568477000.0
2007-05-29,100.93,100.67,101.94,101.25,61.38,5669634,1568477000.0
2007-05-30,100.76,100.58,102.39,102.23,61.97,7741446,1568477000.0
2007-05-31,102.51,101.34,102.94,101.91,61.78,5332194,1568477000.0
2007-06-01,101.93,101.36,102.52,101.85,61.74,5532503,1568477000.0
2007-06-04,101.82,100.94,101.9,101.56,61.56,4780115,1568477000.0
2007-06-05,101.86,100.9,101.86,101.19,61.34,5485433,1568477000.0
2007-06-06,100.86,97.89,100.87,97.91,59.35,32186152,1568477000.0
2007-06-07,97.95,97.09,98.63,97.32,58.99,15046292,1568477000.0
2007-06-08,97.32,97.28,98.67,98.54,59.73,8594250,1568477000.0
2007-06-11,98.35,97.99,99.43,98.68,59.82,8266643,1568477000.0
2007-06-12,98.58,97.66,98.64,97.84,59.31,5835006,1568477000.0
2007-06-13,98.38,97.61,98.72,98.59,59.76,6733730,1568477000.0
2007-06-14,98.59,98.29,99.66,99.28,60.18,5403218,1568477000.0
2007-06-15,99.81,99.31,100.56,100.47,60.9,9866186,1568477000.0
2007-06-18,100.64,100.28,101.0,100.7,61.04,6651723,1568477000.0
2007-06-19,100.32,100.29,101.97,101.82,61.72,6018684,1568477000.0
2007-06-20,101.82,101.29,102.31,101.34,61.43,6842409,1568477000.0
2007-06-21,101.12,100.97,102.29,101.91,61.78,5844839,1568477000.0
2007-06-22,101.14,99.85,101.76,99.85,60.52,11305691,1568477000.0
2007-06-25,100.12,99.9,101.12,100.48,60.91,8866314,1568477000.0
2007-06-26,100.48,100.21,101.4,100.7,61.04,5470162,1568477000.0
2007-06-27,99.81,99.81,100.83,100.79,61.1,5652375,1568477000.0
2007-06-28,100.88,100.59,102.22,101.29,61.4,5680721,1568477000.0
2007-06-29,101.3,99.52,101.89,100.62,60.99,7341246,1568477000.0
2007-07-02,100.76,99.98,101.15,100.39,60.86,4917560,1503311200.0
2007-07-03,100.86,100.61,102.37,101.89,61.76,4411923,1503311200.0
2007-07-05,101.63,101.32,103.62,103.3,62.62,6977761,1503311200.0
2007-07-06,103.05,102.93,104.84,104.24,63.18,9390151,1503311200.0
2007-07-09,103.95,103.44,104.54,104.18,63.15,6324430,1503311200.0
2007-07-10,103.78,103.49,104.35,103.85,62.95,6494928,1503311200.0
2007-07-11,103.54,103.49,104.78,104.3,63.23,6158639,1503311200.0
2007-07-12,104.54,103.46,104.83,104.47,63.33,9983129,1503311200.0
2007-07-13,103.97,103.35,104.4,103.82,62.94,7451809,1503311200.0
2007-07-16,103.8,103.65,105.2,104.84,63.55,9271953,1503311200.0
2007-07-17,104.84,104.64,106.57,105.9,64.19,7970415,1503311200.0
2007-07-18,105.4,105.2,106.96,106.19,64.37,10621189,1503311200.0
2007-07-19,109.94,109.61,111.36,110.76,67.14,18076554,1503311200.0
2007-07-20,109.8,108.93,110.76,109.76,66.53,12244790,1503311200.0
2007-07-23,109.83,109.8,111.31,111.26,67.44,8410781,1503311200.0
2007-07-24,110.25,109.96,111.85,111.06,67.32,10982268,1503311200.0
2007-07-25,111.08,110.17,113.17,112.91,68.44,11861640,1503311200.0
2007-07-26,111.86,110.44,113.59,111.41,67.53,17595917,1503311200.0
2007-07-27,111.49,110.54,112.76,110.54,67.0,18973080,1503311200.0
2007-07-30,110.54,108.53,110.66,109.48,66.37,15789788,1503311200.0
2007-07-31,109.67,105.18,109.67,105.78,64.12,18635745,1503311200.0
2007-08-01,105.54,105.22,107.77,107.11,64.93,12960254,1503311200.0
2007-08-02,107.17,106.6,109.03,108.25,65.62,11839569,1503311200.0
2007-08-03,108.26,106.79,109.16,106.97,64.84,10011580,1503311200.0
2007-08-06,107.05,106.79,108.88,108.88,66.0,7578793,1503311200.0
2007-08-07,108.05,107.31,109.15,108.54,65.79,8390384,1503311200.0
2007-08-08,109.27,107.32,109.56,108.01,65.71,8034744,1503311200.0
2007-08-09,105.9,105.86,109.46,105.86,64.4,9503956,1503311200.0
2007-08-10,104.92,104.88,108.51,107.69,65.51,10033441,1503311200.0
2007-08-13,108.02,107.37,108.94,107.75,65.55,6417733,1503311200.0
2007-08-14,107.87,106.83,108.17,107.12,65.16,5873918,1503311200.0
2007-08-15,106.12,105.08,107.89,106.34,64.69,12175649,1503311200.0
2007-08-16,106.1,99.14,106.52,104.87,63.79,17492258,1503311200.0
2007-08-17,106.98,103.88,107.72,106.02,64.5,15977232,1503311200.0
2007-08-20,106.02,104.33,106.21,104.42,63.52,10292431,1503311200.0
2007-08-21,104.11,103.33,105.27,104.24,63.41,8847591,1503311200.0
2007-08-22,105.25,104.35,105.64,105.16,63.97,6620866,1503311200.0
2007-08-23,105.54,105.17,106.77,106.55,64.82,8651466,1503311200.0
2007-08-24,106.55,105.94,108.27,108.26,65.86,7383400,1503311200.0
2007-08-27,108.03,107.84,108.84,108.45,65.97,5148203,1503311200.0
2007-08-28,107.94,106.72,108.59,107.07,65.14,6282904,1503311200.0
2007-08-29,107.92,107.14,109.92,109.53,66.63,7374091,1503311200.0
2007-08-30,108.62,108.62,110.9,110.3,67.1,8112881,1503311200.0
2007-08-31,110.89,110.47,112.19,111.56,67.86,7200246,1503311200.0
2007-09-04,111.22,111.04,113.66,112.99,68.74,8441743,1503311200.0
2007-09-05,112.31,111.42,112.95,112.7,68.56,6857053,1503311200.0
2007-09-06,112.73,111.13,113.53,112.45,68.4,7090416,1503311200.0
2007-09-07,111.09,110.26,111.83,110.47,67.2,7857238,1503311200.0
2007-09-10,111.04,110.25,112.33,110.71,67.35,6399742,1503311200.0
2007-09-11,111.23,110.94,112.6,112.19,68.25,8471240,1503311200.0
2007-09-12,111.81,110.6,112.24,110.9,67.46,6576411,1503311200.0
2007-09-13,111.19,110.65,111.85,110.85,67.43,5023624,1503311200.0
2007-09-14,109.99,109.61,110.9,110.07,66.96,7222002,1503311200.0
2007-09-17,109.66,109.27,110.18,109.48,66.6,5253430,1503311200.0
2007-09-18,109.94,109.78,111.64,111.5,67.83,8200117,1503311200.0
2007-09-19,111.76,110.69,112.04,111.54,67.85,10785515,1503311200.0
2007-09-20,111.16,111.09,112.48,111.72,67.96,6073494,1503311200.0
2007-09-21,112.71,111.23,112.91,111.64,67.92,9515776,1503311200.0
2007-09-24,111.76,110.76,112.27,111.14,67.61,5998078,1503311200.0
2007-09-25,110.92,110.7,112.42,111.39,67.76,7369279,1503311200.0
2007-09-26,111.8,111.62,112.89,112.14,68.22,7003179,1503311200.0
2007-09-27,112.33,111.89,113.01,112.53,68.46,6102887,1503311200.0
2007-09-28,111.99,111.95,113.29,112.62,68.51,8075329,1503311200.0
2007-10-01,112.44,112.33,114.24,113.8,69.22,7089056,1434484400.0
2007-10-02,114.06,112.94,114.34,113.15,68.83,7229429,1434484400.0
2007-10-03,112.48,111.17,112.66,111.28,67.69,8278149,1434484400.0
2007-10-04,111.09,109.94,111.62,110.6,67.28,6461665,1434484400.0
2007-10-05,111.06,110.39,111.58,111.19,67.64,6013872,1434484400.0
2007-10-08,110.99,110.78,113.03,112.59,68.49,5044753,1434484400.0
2007-10-09,112.67,111.3,113.29,113.1,68.8,5931448,1434484400.0
2007-10-10,112.81,112.5,113.58,113.4,68.99,6185835,1434484400.0
2007-10-11,113.76,112.21,116.12,112.86,68.65,13617665,1434484400.0
2007-10-12,113.29,112.12,113.66,112.63,68.51,5916385,1434484400.0
2007-10-15,112.76,111.62,113.16,112.84,68.64,6555596,1434484400.0
2007-10-16,112.83,112.33,114.67,114.34,69.56,12057556,1434484400.0
2007-10-17,112.82,109.13,112.82,110.69,67.33,18933123,1434484400.0
2007-10-18,109.77,109.41,111.29,109.75,66.76,8092379,1434484400.0
2007-10-19,108.97,106.88,109.88,107.34,65.3,10802251,1434484400.0
2007-10-22,106.09,106.08,108.87,108.38,65.93,7925437,1434484400.0
2007-10-23,108.78,108.51,109.75,109.64,66.69,5818793,1434484400.0
2007-10-24,109.18,106.77,109.42,107.98,65.69,8443940,1434484400.0
2007-10-25,108.34,106.78,109.37,107.85,65.61,6819815,1434484400.0
2007-10-26,108.03,107.14,108.99,108.73,66.14,5261694,1434484400.0
2007-10-29,108.89,108.84,109.95,109.75,66.76,5337947,1434484400.0
2007-10-30,109.46,108.75,109.85,109.1,66.37,4200213,1434484400.0
2007-10-31,109.7,108.3,111.14,111.01,67.53,7548773,1434484400.0
2007-11-01,110.42,108.34,110.98,108.65,66.1,7943742,1434484400.0
2007-11-02,109.39,108.58,110.09,109.55,66.64,6396081,1434484400.0
2007-11-05,110.05,107.87,110.05,108.41,65.95,7484444,1434484400.0
2007-11-06,108.5,106.76,108.94,108.19,65.82,7635486,1434484400.0
2007-11-07,108.57,106.02,108.64,106.19,64.83,7413002,1434484400.0
2007-11-08,105.26,99.42,105.47,101.44,61.93,24154441,1434484400.0
2007-11-09,100.31,94.9,100.31,95.85,58.51,18915969,1434484400.0
2007-11-12,97.41,96.27,99.61,96.99,59.21,14177066,1434484400.0
2007-11-13,98.95,97.99,101.09,100.64,61.44,11273683,1434484400.0
2007-11-14,101.45,98.32,101.74,98.89,60.37,8842466,1434484400.0
2007-11-15,98.7,98.52,100.99,99.04,60.47,8392686,1434484400.0
2007-11-16,99.91,98.71,100.38,100.18,61.16,9721524,1434484400.0
2007-11-19,99.75,96.88,100.76,97.72,59.66,9939301,1434484400.0
2007-11-20,98.08,96.92,100.35,98.87,60.36,8779496,1434484400.0
2007-11-21,96.95,96.95,99.51,97.72,59.66,7423671,1434484400.0
2007-11-23,98.57,97.82,99.56,99.47,60.73,2957774,1434484400.0
2007-11-26,99.81,97.25,100.53,97.49,59.52,7678372,1434484400.0
2007-11-27,97.04,97.04,99.98,99.26,60.6,9536905,1434484400.0
2007-11-28,100.21,99.77,103.51,102.65,62.67,9829994,1434484400.0
2007-11-29,102.1,101.58,103.13,102.77,62.74,8173235,1434484400.0
2007-11-30,102.8,99.36,104.39,100.55,61.39,13493609,1434484400.0
2007-12-03,100.81,99.98,102.43,101.18,61.77,8283065,1434484400.0
2007-12-04,101.18,100.11,102.7,101.94,62.24,6654443,1434484400.0
2007-12-05,102.73,102.28,103.75,103.4,63.13,6370558,1434484400.0
2007-12-06,103.25,103.18,105.16,104.88,64.03,5560013,1434484400.0
2007-12-07,104.86,103.2,105.16,104.07,63.54,6260833,1434484400.0
2007-12-10,104.21,104.21,105.41,104.58,63.85,4646541,1434484400.0
2007-12-11,104.11,101.78,105.54,102.28,62.45,8827926,1434484400.0
2007-12-12,104.16,102.66,105.35,103.7,63.31,8242271,1434484400.0
2007-12-13,103.25,102.24,103.86,103.42,63.14,6540429,1434484400.0
2007-12-14,102.59,99.52,102.83,101.12,61.73,10157915,1434484400.0
2007-12-17,100.74,99.43,101.33,99.93,61.01,7459131,1434484400.0
2007-12-18,99.81,99.55,102.27,101.63,62.05,8411932,1434484400.0
2007-12-19,101.85,101.21,103.61,102.43,62.53,7354531,1434484400.0
2007-12-20,103.65,102.88,104.67,104.05,63.53,8400321,1434484400.0
2007-12-21,104.92,104.35,106.27,106.17,64.82,13855944,1434484400.0
2007-12-24,106.31,105.69,107.07,106.74,65.17,2450150,1434484400.0
2007-12-26,106.36,106.02,107.26,106.65,65.11,4026472,1434484400.0
2007-12-27,105.88,104.67,106.41,104.78,63.97,4721226,1434484400.0
2007-12-28,105.89,104.31,105.89,105.25,64.26,6102887,1434484400.0
2007-12-31,104.45,102.54,105.16,103.35,63.09,5995986,1446618000.0
2008-01-02,104.2,99.59,104.2,100.09,61.1,9940661,1446618000.0
2008-01-03,99.82,99.41,100.93,100.29,61.23,7875229,1446618000.0
2008-01-04,99.38,96.06,99.38,96.68,59.03,11542192,1446618000.0
2008-01-07,95.94,94.67,96.56,95.65,58.4,13232318,1446618000.0
2008-01-08,95.65,92.9,95.97,93.3,56.96,9868382,1446618000.0
2008-01-09,93.77,92.89,94.79,93.99,57.38,11424517,1446618000.0
2008-01-10,93.11,92.88,96.42,95.53,58.32,11123896,1446618000.0
2008-01-11,94.89,92.77,95.09,93.37,57.01,9372055,1446618000.0
2008-01-14,100.38,96.87,100.95,98.4,60.08,18837832,1446618000.0
2008-01-15,97.55,96.78,100.04,97.35,59.43,12164457,1446618000.0
2008-01-16,96.06,95.74,98.34,97.16,59.32,13265058,1446618000.0
2008-01-17,98.15,95.65,98.9,96.65,59.01,12482964,1446618000.0
2008-01-18,101.83,97.99,102.03,98.85,60.35,24969798,1446618000.0
2008-01-22,94.8,94.22,98.56,96.77,59.08,15825457,1446618000.0
2008-01-23,95.65,94.17,101.66,101.43,61.93,20489153,1446618000.0
2008-01-24,101.7,100.08,102.78,102.21,62.4,13624882,1446618000.0
2008-01-25,102.32,99.52,103.05,99.92,61.0,10486568,1446618000.0
2008-01-28,99.82,99.26,101.12,100.36,61.27,8219991,1446618000.0
2008-01-29,100.89,100.0,102.1,101.43,61.93,6920545,1446618000.0
2008-01-30,100.78,100.24,102.92,101.0,61.66,7772931,1446618000.0
2008-01-31,99.77,99.14,103.22,102.4,62.52,9471112,1446618000.0
2008-02-01,102.5,101.2,104.59,104.28,63.67,8417267,1446618000.0
2008-02-04,103.63,101.78,104.21,103.18,62.99,6260833,1446618000.0
2008-02-05,102.17,100.08,103.3,100.4,61.3,9465149,1446618000.0
2008-02-06,100.43,99.02,101.81,99.03,60.7,8645922,1446618000.0
2008-02-07,98.37,96.18,99.43,97.84,59.96,11773567,1446618000.0
2008-02-08,97.84,97.58,99.11,98.73,60.51,6365538,1446618000.0
2008-02-11,98.37,98.35,100.91,100.52,61.6,6378822,1446618000.0
2008-02-12,100.54,100.1,102.61,101.85,62.42,8002109,1446618000.0
2008-02-13,102.22,102.1,104.14,103.65,63.53,6912177,1446618000.0
2008-02-14,103.24,100.86,103.73,101.46,62.18,7678268,1446618000.0
2008-02-15,101.18,100.38,101.58,101.49,62.2,6522438,1446618000.0
2008-02-19,102.09,100.04,102.89,100.38,61.52,7715714,1446618000.0
2008-02-20,100.0,99.93,103.45,103.11,63.19,8023866,1446618000.0
2008-02-21,103.35,101.75,104.78,102.23,62.65,8711088,1446618000.0
2008-02-22,102.43,101.06,103.71,103.32,63.32,8281391,1446618000.0
2008-02-25,102.94,102.71,105.47,105.24,64.5,8533268,1446618000.0
2008-02-26,104.61,104.25,109.93,109.35,67.02,19509469,1446618000.0
2008-02-27,108.0,107.94,111.5,111.34,68.24,12400225,1446618000.0
2008-02-28,110.8,109.52,110.8,110.17,67.52,7559651,1446618000.0
2008-02-29,109.03,108.37,110.08,108.85,66.71,8864955,1446618000.0
2008-03-03,109.07,108.49,109.76,109.21,66.93,6627142,1446618000.0
2008-03-04,108.27,107.79,110.63,110.62,67.8,8988592,1446618000.0
2008-03-05,110.09,109.23,111.29,110.32,67.61,8822173,1446618000.0
2008-03-06,110.01,107.31,110.09,107.57,65.93,8387246,1446618000.0
2008-03-07,107.17,106.88,109.7,108.93,66.76,8498645,1446618000.0
2008-03-10,108.15,108.15,110.89,109.0,66.8,10195676,1446618000.0
2008-03-11,110.71,109.02,111.43,111.37,68.25,10962708,1446618000.0
2008-03-12,110.99,110.05,112.81,111.92,68.59,9501027,1446618000.0
2008-03-13,110.6,108.64,111.64,110.81,67.91,9988149,1446618000.0
2008-03-14,110.99,107.73,111.4,110.16,67.52,10182392,1446618000.0
2008-03-17,108.03,108.03,111.89,110.47,67.7,9707194,1446618000.0
2008-03-18,111.63,108.81,113.22,113.2,69.38,10424959,1446618000.0
2008-03-19,113.09,111.52,113.29,111.8,68.52,9742862,1446618000.0
2008-03-20,112.43,111.52,113.27,113.13,69.33,11943123,1446618000.0
2008-03-24,113.36,112.94,114.52,113.82,69.76,8784308,1446618000.0
2008-03-25,113.86,112.0,113.86,112.78,69.12,8832006,1446618000.0
2008-03-26,112.31,109.9,112.78,111.77,68.5,10059487,1446618000.0
2008-03-27,110.99,109.47,111.09,110.44,67.69,8825311,1446618000.0
2008-03-28,110.91,109.19,111.62,109.53,67.13,6904541,1446618000.0
2008-03-31,108.94,108.36,110.77,110.08,67.46,10153731,1446618000.0
2008-04-01,110.08,109.91,113.16,111.37,68.25,12421668,1446618000.0
