date,open,low,high,close,adj_close,volume
2006-02-06,126.44,126.17,126.8,126.6,90.51,45511900
2006-02-07,126.38,125.4,126.66,125.48,89.71,71208100
2006-02-08,125.85,125.6,128.1,126.62,90.53,59422200
2006-02-09,126.92,126.37,127.6,126.41,90.38,62023300
2006-02-10,126.43,125.45,127.13,126.64,90.54,64508700
2006-02-13,126.6,125.95,126.79,126.41,90.38,52308700
2006-02-14,126.46,126.21,128.03,127.75,91.34,90964400
2006-02-15,127.68,127.24,128.32,128.2,91.66,85471300
2006-02-16,128.34,128.18,129.21,129.16,92.34,61017900
2006-02-17,129.05,128.58,129.16,128.81,92.09,40342600
2006-02-21,129.11,128.29,129.4,128.49,91.87,46456300
2006-02-22,128.77,128.65,129.65,129.27,92.42,42326700
2006-02-23,129.27,128.28,129.64,129.08,92.29,43423200
2006-02-24,129.11,128.76,129.48,129.41,92.52,36777400
2006-02-27,129.4,129.28,130.04,129.46,92.56,35858600
2006-02-28,129.2,128.13,129.91,128.23,91.68,74394800
2006-03-01,128.6,128.5,129.49,129.37,92.49,48641600
2006-03-02,128.9,128.61,129.42,129.36,92.49,60642300
2006-03-03,128.67,128.65,130.07,128.76,92.06,73402500
2006-03-06,129.14,127.85,129.18,128.17,91.64,57478400
2006-03-07,127.86,127.4,128.06,127.97,91.49,61780800
2006-03-08,127.7,127.18,128.44,128.24,91.69,66692400
2006-03-09,128.28,127.38,128.68,127.38,91.07,56313600
2006-03-10,127.71,127.44,128.84,128.59,91.94,60490800
2006-03-13,128.84,128.53,129.16,128.83,92.11,45479100
2006-03-14,128.71,128.61,130.23,130.18,93.07,69877300
2006-03-15,130.15,129.85,130.86,130.76,93.49,53398900
2006-03-16,131.01,130.84,131.47,131.03,93.68,65526400
2006-03-17,130.68,130.38,130.9,130.62,93.76,47286800
2006-03-20,130.64,130.21,130.9,130.41,93.61,45538500
2006-03-21,130.37,129.45,130.99,129.59,93.02,87102700
2006-03-22,129.51,129.45,130.51,130.38,93.59,51605700
2006-03-23,130.26,129.66,130.39,130.11,93.39,46704200
2006-03-24,129.99,129.74,130.57,130.21,93.47,43209200
2006-03-27,130.03,129.74,130.28,130.02,93.33,32523000
2006-03-28,129.93,129.05,130.53,129.22,92.75,82079900
2006-03-29,129.41,129.29,130.5,130.03,93.34,61505700
2006-03-30,130.11,129.55,130.98,129.8,93.17,70571700
2006-03-31,130.02,129.37,130.24,129.83,93.19,62925600
2006-04-03,130.07,129.49,130.87,129.73,93.12,61624700
2006-04-04,129.73,129.36,130.73,130.56,93.72,54809300
2006-04-05,130.61,130.38,131.28,131.01,94.04,50607200
2006-04-06,130.85,130.19,131.21,130.87,93.94,57906200
2006-04-07,131.06,129.35,131.4,129.54,92.98,80180900
2006-04-10,129.74,129.26,130.08,129.74,93.13,41496500
2006-04-11,129.85,128.25,130.06,128.64,92.34,72799400
2006-04-12,128.77,128.61,129.13,128.88,92.51,43033700
2006-04-13,128.59,128.31,129.25,128.71,92.39,51051800
2006-04-17,128.83,128.02,129.31,128.66,92.35,64167700
2006-04-18,128.93,128.93,130.94,130.7,93.82,92531800
2006-04-19,130.75,130.24,131.07,130.95,94.0,87269000
2006-04-20,131.0,130.6,131.86,131.13,94.13,86005500
2006-04-21,131.69,130.62,131.79,131.15,94.14,72342600
2006-04-24,130.89,130.38,131.07,130.91,93.97,52546400
2006-04-25,131.04,129.92,131.12,130.37,93.58,84359800
2006-04-26,130.5,130.3,131.14,130.4,93.6,67262400
2006-04-27,129.9,129.59,131.63,131.03,94.05,124478600
2006-04-28,130.79,130.71,131.75,131.47,94.37,55854400
2006-05-01,131.47,130.32,131.8,130.4,93.6,64990300
2006-05-02,131.01,130.74,131.46,131.38,94.31,49063500
2006-05-03,131.15,130.45,131.32,130.89,93.95,60821300
2006-05-04,131.08,130.97,131.62,131.36,94.29,42921400
2006-05-05,132.05,131.85,132.8,132.52,95.12,62588200
2006-05-08,132.51,132.36,132.77,132.36,95.01,30016700
2006-05-09,132.42,132.31,132.77,132.62,95.2,29864000
2006-05-10,132.41,131.89,132.75,132.55,95.14,64378200
2006-05-11,132.51,130.52,132.55,130.95,94.0,80626900
2006-05-12,130.36,129.19,130.72,129.24,92.77,91726500
2006-05-15,128.79,128.61,129.74,129.5,92.96,84029300
2006-05-16,129.76,129.01,130.0,129.31,92.82,62137600
2006-05-17,128.67,126.77,129.1,126.85,91.05,144789500
2006-05-18,127.35,126.11,127.75,126.21,90.59,87906300
2006-05-19,126.87,125.8,127.49,127.1,91.23,124309400
2006-05-22,126.28,125.5,127.17,126.13,90.54,110852800
2006-05-23,127.18,125.17,127.63,125.17,89.85,92006500
2006-05-24,125.68,124.76,126.89,126.17,90.57,168405000
2006-05-25,126.92,126.43,127.73,127.73,91.69,78977900
2006-05-26,128.01,127.51,128.38,128.38,92.15,62989700
2006-05-30,127.97,126.05,128.0,126.1,90.52,72419900
2006-05-31,126.62,126.2,127.51,127.51,91.53,86926200
2006-06-01,127.38,127.27,128.94,128.73,92.4,73721700
2006-06-02,129.25,128.32,129.43,129.0,92.6,91702600
2006-06-05,128.85,126.77,128.86,127.12,91.25,86105100
2006-06-06,127.21,125.76,127.38,126.81,91.02,130498600
2006-06-07,126.91,125.79,127.65,125.86,90.34,108599400
2006-06-08,125.58,123.87,126.5,125.75,90.26,204957200
2006-06-09,126.36,125.29,126.96,125.35,89.98,94972200
2006-06-12,125.88,123.82,125.93,123.99,89.0,95815900
2006-06-13,123.74,122.55,124.84,122.55,87.97,185688800
2006-06-14,122.84,122.34,123.63,123.5,88.65,163566400
2006-06-15,123.95,123.86,126.36,126.12,90.53,134057000
2006-06-16,125.29,124.46,125.56,124.65,89.87,94253500
2006-06-19,125.4,123.55,125.48,123.67,89.17,95804400
2006-06-20,124.01,123.72,124.81,124.09,89.47,65494700
2006-06-21,124.0,123.96,125.7,125.01,90.13,75008200
2006-06-22,124.95,124.04,125.06,124.46,89.74,74566100
2006-06-23,124.33,124.03,125.3,124.44,89.72,54107000
2006-06-26,124.54,124.25,125.06,124.99,90.12,37899600
2006-06-27,125.01,123.77,125.29,123.91,89.34,69780200
2006-06-28,124.19,123.65,124.77,124.75,89.95,62368100
2006-06-29,125.2,125.17,127.35,127.27,91.76,110634800
2006-06-30,127.54,126.96,127.66,127.28,91.77,54227800
2006-07-03,127.43,127.31,128.01,127.8,92.14,23914000
2006-07-05,127.29,126.52,127.45,127.07,91.62,69653400
2006-07-06,127.2,127.08,127.85,127.44,91.88,50100300
2006-07-07,127.19,126.29,127.56,126.61,91.29,81626500
2006-07-10,126.94,126.41,127.43,126.85,91.46,60964100
2006-07-11,126.61,125.94,127.41,127.41,91.86,73640800
2006-07-12,127.15,125.72,127.4,126.05,90.88,82561300
2006-07-13,125.45,124.0,125.68,124.0,89.4,102405700
2006-07-14,124.13,122.83,124.26,123.52,89.06,103242500
2006-07-17,123.52,123.15,124.1,123.34,88.93,81159000
2006-07-18,123.71,122.39,124.05,123.97,89.38,122771000
2006-07-19,124.18,123.72,126.26,125.69,90.62,133565300
2006-07-20,126.12,124.66,126.3,124.83,90.0,112259800
2006-07-21,125.15,123.82,125.19,123.95,89.37,101560000
2006-07-24,124.44,124.44,126.32,126.21,91.0,92884000
2006-07-25,125.98,125.72,127.3,126.66,91.32,95480700
2006-07-26,126.59,126.18,127.45,126.83,91.44,84525800
2006-07-27,127.38,126.2,127.69,126.71,91.36,87257100
2006-07-28,127.04,126.86,128.14,127.98,92.27,82137000
2006-07-31,127.66,127.45,127.96,127.85,92.18,49593100
2006-08-01,127.34,126.6,127.38,127.22,91.73,65225600
2006-08-02,127.58,127.55,128.46,128.08,92.35,64770900
2006-08-03,127.34,127.15,128.55,128.42,92.59,63693800
2006-08-04,129.08,127.48,129.43,128.2,92.43,96294200
2006-08-07,127.9,127.4,128.08,127.9,92.22,45377300
2006-08-08,128.09,126.95,128.46,127.41,91.86,90901300
2006-08-09,128.18,126.61,128.6,126.98,91.55,78910600
2006-08-10,126.58,126.28,127.5,127.37,91.83,69322300
2006-08-11,127.17,126.39,127.2,127.01,91.57,47482200
2006-08-14,127.63,126.92,128.16,127.11,91.65,57839000
2006-08-15,128.25,127.9,128.87,128.63,92.74,68143000
2006-08-16,129.32,129.04,129.89,129.7,93.51,71737600
2006-08-17,129.58,129.49,130.37,130.03,93.75,70992800
2006-08-18,130.19,129.59,130.69,130.69,94.23,58288400
2006-08-21,130.18,129.8,130.28,130.13,93.82,42133600
2006-08-22,129.99,129.68,130.52,130.12,93.82,60839900
2006-08-23,130.18,129.19,130.44,129.76,93.56,66592100
2006-08-24,129.99,129.4,130.1,129.65,93.48,57983000
2006-08-25,129.64,129.55,130.25,129.81,93.59,41756000
2006-08-28,129.65,129.64,130.82,130.43,94.04,52681500
2006-08-29,130.49,129.81,130.83,130.58,94.15,61817800
2006-08-30,130.87,130.55,131.04,130.66,94.21,50052200
2006-08-31,130.85,130.58,130.99,130.64,94.19,37510300
2006-09-01,131.14,130.84,131.58,131.42,94.75,48794500
2006-09-05,131.51,131.2,131.85,131.67,94.93,52348300
2006-09-06,131.11,130.33,131.16,130.51,94.1,53795600
2006-09-07,130.06,129.35,130.57,129.91,93.67,86269400
2006-09-08,130.08,129.83,130.46,130.28,93.93,45096300
2006-09-11,129.86,129.48,130.69,130.41,94.03,68496600
2006-09-12,130.56,130.37,131.84,131.69,94.95,69875600
2006-09-13,131.64,131.52,132.45,132.22,95.33,62898400
2006-09-14,131.96,131.75,132.24,132.23,95.34,57805400
2006-09-15,132.31,131.68,132.39,131.96,95.56,76703100
2006-09-18,131.79,131.65,132.39,132.14,95.69,64154100
2006-09-19,132.12,131.07,132.13,131.81,95.45,92089100
2006-09-20,132.25,132.06,132.77,132.51,95.96,75204100
2006-09-21,132.61,131.42,132.75,131.87,95.5,88932500
2006-09-22,131.67,131.0,131.68,131.47,95.21,65966800
2006-09-25,131.73,131.05,132.85,132.48,95.94,92299100
2006-09-26,132.5,132.4,133.6,133.58,96.73,73962700
2006-09-27,133.49,133.27,133.97,133.74,96.85,82432200
2006-09-28,133.74,133.28,133.99,133.69,96.81,58597500
2006-09-29,133.8,133.48,133.94,133.58,96.73,47966600
2006-10-02,133.54,132.95,133.83,133.08,96.37,51687400
2006-10-03,132.89,132.65,133.87,133.36,96.58,73108100
2006-10-04,133.23,133.08,135.0,134.92,97.7,80890500
2006-10-05,134.92,134.75,135.41,135.18,97.89,60505900
2006-10-06,134.95,134.4,135.1,135.01,97.77,64983600
2006-10-09,134.85,134.64,135.3,135.09,97.83,41176800
2006-10-10,135.1,134.84,135.45,135.27,97.96,56403700
2006-10-11,134.84,134.3,135.43,135.11,97.84,104071800
2006-10-12,135.45,135.4,136.39,136.28,98.69,59158600
2006-10-13,136.16,136.04,136.71,136.63,98.94,53944000
2006-10-16,136.52,136.42,137.05,136.84,99.1,42273000
2006-10-17,136.47,135.67,136.7,136.41,98.78,90500600
2006-10-18,137.04,136.1,137.37,136.59,98.91,86848600
2006-10-19,136.39,136.23,136.88,136.81,99.07,64063200
2006-10-20,136.84,136.33,136.95,136.84,99.1,48094500
2006-10-23,136.56,136.39,137.8,137.47,99.55,66219900
2006-10-24,137.28,137.22,137.93,137.88,99.85,53234900
2006-10-25,137.74,137.51,138.41,138.35,100.19,78105400
2006-10-26,138.66,137.98,139.0,138.78,100.5,66843700
2006-10-27,138.61,137.63,138.75,137.91,99.87,80238000
2006-10-30,137.66,137.4,138.2,137.81,99.8,49717800
2006-10-31,138.07,137.25,138.26,137.79,99.78,71274100
2006-11-01,138.22,136.72,138.31,136.86,99.11,83005600
2006-11-02,136.51,136.36,137.01,136.78,99.05,60693100
2006-11-03,137.27,135.62,137.39,136.54,98.88,71346400
2006-11-06,136.96,136.95,138.28,138.08,99.99,63303300
2006-11-07,138.2,138.0,138.98,138.61,100.38,63318900
2006-11-08,138.0,136.86,139.05,138.91,100.59,87517800
2006-11-09,139.01,137.9,139.14,138.18,100.07,95916300
2006-11-10,138.14,137.72,138.34,138.24,100.11,48991500
2006-11-13,138.18,138.07,139.04,138.58,100.36,59398200
2006-11-14,138.97,138.12,139.74,139.62,101.11,96704000
2006-11-15,139.57,139.53,140.45,140.02,101.4,76509600
2006-11-16,140.44,139.49,140.68,140.38,101.66,76728800
2006-11-17,139.93,139.73,140.43,140.42,101.69,56353800
2006-11-20,140.3,139.94,140.74,140.5,101.75,69174200
2006-11-21,140.49,140.29,140.67,140.64,101.85,51367900
2006-11-22,140.75,140.5,141.16,140.92,102.05,45505300
2006-11-24,140.24,140.2,140.84,140.35,101.64,30998000
2006-11-27,140.28,138.38,140.35,138.42,100.24,84545100
2006-11-28,138.24,138.11,139.16,139.02,100.67,106652900
2006-11-29,139.47,139.08,140.53,140.47,101.72,90034900
2006-11-30,140.44,139.76,141.05,140.53,101.77,83994300
2006-12-01,140.53,138.97,140.66,140.22,101.54,126080000
2006-12-04,140.25,140.23,141.55,141.29,102.32,87813200
2006-12-05,141.56,141.26,141.96,141.9,102.76,73374400
2006-12-06,141.87,141.5,142.07,141.78,102.67,53253200
2006-12-07,142.03,141.11,142.3,141.16,102.22,62857400
2006-12-08,141.13,140.78,141.9,141.42,102.41,79625500
2006-12-11,141.42,141.34,142.09,141.83,102.71,39779400
2006-12-12,141.69,140.89,141.87,141.72,102.63,77451600
2006-12-13,142.23,141.56,142.34,141.87,102.74,55520200
2006-12-14,141.86,141.84,143.24,143.12,103.64,64755200
2006-12-15,142.64,142.24,142.89,142.34,103.65,70857400
2006-12-18,142.54,141.75,142.88,141.95,103.37,48954600
2006-12-19,141.55,141.19,142.56,142.22,103.56,65023600
2006-12-20,142.28,142.01,142.66,142.14,103.51,41469600
2006-12-21,142.27,141.32,142.43,141.62,103.13,48698400
2006-12-22,141.64,140.67,141.65,140.75,102.49,62069100
2006-12-26,140.81,140.78,141.61,141.58,103.1,32696900
2006-12-27,141.87,141.83,142.6,142.51,103.78,39727100
2006-12-28,142.41,141.99,142.7,142.21,103.56,37288800
2006-12-29,142.06,141.43,142.54,141.62,103.13,45461200
2007-01-03,142.25,140.57,142.86,141.37,102.95,94807600
2007-01-04,141.23,140.61,142.05,141.67,103.16,69620600
2007-01-05,141.33,140.38,141.4,140.54,102.34,76645300
2007-01-08,140.82,140.25,141.41,141.19,102.81,71655000
2007-01-09,141.31,140.4,141.6,141.07,102.73,75680100
2007-01-10,140.58,140.3,141.57,141.54,103.07,72428000
2007-01-11,141.58,141.5,142.62,142.16,103.52,54476800
2007-01-12,142.15,142.11,143.24,143.24,104.31,55370600
2007-01-16,143.07,142.73,143.44,142.96,104.1,44871300
2007-01-17,142.85,142.73,143.46,143.02,104.15,50241400
2007-01-18,143.17,142.31,143.26,142.54,103.8,68177300
2007-01-19,142.54,142.46,143.1,142.82,104.0,56973000
2007-01-22,143.07,141.93,143.1,142.38,103.68,60253600
2007-01-23,142.26,142.06,143.08,142.8,103.99,54064400
2007-01-24,142.97,142.91,143.98,143.95,104.82,55834700
2007-01-25,143.86,142.01,143.92,142.26,103.59,73583800
2007-01-26,142.57,141.58,142.65,142.13,103.5,67255600
2007-01-29,142.19,141.74,142.8,142.05,103.44,66114600
2007-01-30,142.35,142.06,142.86,142.79,103.98,70407600
2007-01-31,142.63,142.4,144.13,143.75,104.68,91868600
2007-02-01,144.15,143.91,144.66,144.61,105.31,69312400
2007-02-02,144.73,144.38,144.95,144.81,105.45,49607000
2007-02-05,144.7,144.34,144.94,144.85,105.48,45705300
2007-02-06,144.97,144.33,145.03,144.89,105.51,57081300
2007-02-07,145.12,144.57,145.36,145.21,105.74,55669700
2007-02-08,144.78,144.27,145.12,145.02,105.6,70641000
2007-02-09,145.06,143.39,145.33,143.94,104.82,79084400
2007-02-12,143.94,143.19,144.04,143.45,104.46,65657000
2007-02-13,143.77,143.76,144.9,144.66,105.34,64081800
2007-02-14,144.8,144.78,145.9,145.61,106.03,66039400
2007-02-15,145.67,145.43,145.95,145.8,106.17,38715200
2007-02-16,145.44,145.23,145.76,145.73,106.12,39841800
2007-02-20,145.56,145.0,146.2,146.04,106.35,56911800
2007-02-21,145.61,145.35,146.07,145.98,106.3,63971600
2007-02-22,146.05,145.17,146.42,145.87,106.22,79067400
2007-02-23,145.74,145.03,145.79,145.3,105.81,71966200
2007-02-26,145.83,144.75,145.95,145.17,105.71,69192800
2007-02-27,143.88,139.0,144.2,139.5,101.58,274466500
2007-02-28,140.39,139.8,141.98,140.93,102.63,177536300
2007-03-01,139.34,138.05,141.25,140.51,102.32,212828600
2007-03-02,140.05,138.66,140.66,138.67,100.98,162574000
2007-03-05,137.93,137.33,139.58,137.35,100.02,143750400
2007-03-06,138.78,137.72,140.12,139.7,101.73,143333300
2007-03-07,139.59,139.4,140.46,139.56,101.63,115144900
2007-03-08,140.54,140.07,141.16,140.74,102.49,117891600
2007-03-09,141.31,140.08,141.42,140.78,102.52,107765100
2007-03-12,140.42,140.16,141.34,140.99,102.67,80366900
2007-03-13,140.18,138.04,140.77,138.25,100.67,190605200
2007-03-14,138.43,136.75,139.36,139.28,101.42,231853800
2007-03-15,138.97,138.8,139.99,139.47,101.56,132435900
2007-03-16,139.31,138.12,139.63,138.53,101.28,121531600
2007-03-19,139.26,139.15,140.33,140.2,102.5,96161200
2007-03-20,140.08,139.96,141.05,140.97,103.06,82147400
2007-03-21,141.1,140.82,143.65,143.29,104.76,152368700
2007-03-22,143.48,142.79,143.68,143.18,104.68,118942200
2007-03-23,143.28,143.15,143.81,143.39,104.83,74416800
2007-03-26,143.5,142.09,143.65,143.2,104.69,113787500
2007-03-27,143.12,142.39,143.16,142.86,104.44,99864600
2007-03-28,142.14,141.26,142.47,141.82,103.68,152907900
2007-03-29,142.54,141.19,142.61,141.97,103.79,139432700
2007-03-30,142.24,140.56,142.84,142.0,103.82,128194100
2007-04-02,142.16,141.48,142.46,142.16,103.93,79416400
2007-04-03,142.97,142.91,143.98,143.69,105.05,82417800
2007-04-04,143.69,143.16,143.95,143.85,105.17,63995200
2007-04-05,143.67,143.61,144.44,144.24,105.45,46822800
2007-04-09,144.65,144.15,144.8,144.44,105.6,50967400
2007-04-10,144.33,144.27,144.85,144.61,105.72,56620000
2007-04-11,144.82,143.54,144.86,144.02,105.29,106365700
2007-04-12,143.74,143.34,144.92,144.66,105.76,115534400
2007-04-13,144.9,144.36,145.32,145.32,106.24,84287000
2007-04-16,145.83,145.82,146.86,146.7,107.25,83064600
2007-04-17,146.97,146.65,147.4,147.09,107.54,108424100
2007-04-18,146.6,146.57,147.7,147.27,107.67,88345300
2007-04-19,146.55,146.36,147.4,147.23,107.64,102947700
2007-04-20,148.22,147.04,148.62,148.62,108.66,124114100
2007-04-23,148.37,147.97,148.73,148.06,108.25,77270800
2007-04-24,148.23,147.32,148.4,148.12,108.29,114471000
2007-04-25,148.73,148.02,149.66,149.48,109.28,108418800
2007-04-26,149.49,149.1,149.8,149.65,109.41,88741600
2007-04-27,149.09,148.84,149.74,149.53,109.32,108191100
2007-04-30,149.64,148.21,149.74,148.29,108.41,100874100
2007-05-01,148.42,147.67,149.47,148.67,108.69,134342700
2007-05-02,148.9,148.75,149.95,149.54,109.33,87129800
2007-05-03,149.97,149.73,150.4,150.35,109.92,86569700
2007-05-04,150.75,150.22,151.12,150.92,110.34,96409000
2007-05-07,150.88,150.81,151.2,150.95,110.36,63461400
2007-05-08,150.58,150.13,150.92,150.75,110.21,80584000
2007-05-09,150.64,150.37,152.82,151.16,110.51,102070100
2007-05-10,150.73,149.27,151.02,149.58,109.36,153617800
2007-05-11,149.75,149.72,150.93,150.86,110.29,113408900
2007-05-14,150.86,149.79,151.3,150.53,110.05,108027500
2007-05-15,150.7,150.19,151.66,150.57,110.08,180673300
2007-05-16,150.8,150.38,151.63,151.6,110.83,114166500
2007-05-17,151.38,151.11,151.96,151.3,110.62,101132800
2007-05-18,152.01,151.81,152.62,152.62,111.58,99182000
2007-05-21,152.58,152.5,153.23,152.54,111.52,174664600
2007-05-22,152.7,152.38,153.16,152.42,111.43,82148800
2007-05-23,152.95,152.36,153.5,152.44,111.45,133786600
2007-05-24,152.53,150.74,153.21,151.06,110.44,187593000
2007-05-25,151.5,151.18,152.02,151.69,110.9,83309200
2007-05-29,151.94,151.45,152.5,152.24,111.3,82020000
2007-05-30,151.46,151.34,153.54,153.48,112.21,129013600
2007-05-31,153.67,153.12,153.89,153.32,112.09,114866700
2007-06-01,153.88,153.51,154.4,154.08,112.65,107771700
2007-06-04,153.54,153.48,154.39,154.1,112.66,78008800
2007-06-05,153.74,152.86,153.9,153.49,112.22,126917900
2007-06-06,152.86,151.75,152.95,151.84,111.01,164096800
2007-06-07,151.56,149.06,152.5,149.1,109.01,232414600
2007-06-08,149.58,149.09,151.19,151.04,110.43,175886000
2007-06-11,150.93,150.7,151.95,151.3,110.62,102015600
2007-06-12,150.67,149.55,151.54,149.65,109.41,233898000
2007-06-13,150.5,149.72,152.07,151.89,111.05,193208200
2007-06-14,152.06,152.03,153.12,152.86,111.76,146396500
2007-06-15,153.14,152.93,153.66,153.07,112.39,154030800
2007-06-18,153.38,152.66,153.39,152.89,112.26,88537500
2007-06-19,152.55,152.36,153.38,153.27,112.54,110851700
2007-06-20,153.58,150.96,153.58,151.14,110.97,177119700
2007-06-21,151.08,150.25,152.11,151.98,111.59,205262000
2007-06-22,151.52,149.85,151.77,150.55,110.54,204964700
2007-06-25,150.24,149.02,151.25,149.83,110.01,232014400
2007-06-26,150.21,148.28,150.46,148.29,108.88,198445700
2007-06-27,148.13,148.06,150.57,150.4,110.43,213638000
2007-06-28,150.38,149.67,151.41,150.38,110.41,157705000
2007-06-29,150.9,149.15,151.65,150.43,110.45,199701800
2007-07-02,150.87,150.77,151.92,151.79,111.45,103357000
2007-07-03,152.18,151.99,152.5,152.34,111.85,54048400
2007-07-05,152.4,151.63,152.56,152.18,111.74,89279000
2007-07-06,152.38,151.93,153.17,152.98,112.32,81109000
2007-07-09,153.16,152.62,153.36,153.1,112.41,72348100
2007-07-10,152.29,150.77,152.61,150.92,110.81,180362600
2007-07-11,150.75,150.52,152.05,151.99,111.6,175607600
2007-07-12,152.37,152.34,154.75,154.39,113.36,133882500
2007-07-13,154.57,154.39,155.46,154.85,113.7,111794300
2007-07-16,154.99,154.58,155.53,154.83,113.68,98378700
2007-07-17,154.93,154.68,155.48,154.75,113.62,126201300
2007-07-18,154.23,153.3,154.8,154.47,113.42,237887400
2007-07-19,155.2,154.75,155.53,155.07,113.86,145212700
2007-07-20,154.89,152.83,154.99,153.5,112.7,245502500
2007-07-23,154.18,153.3,154.72,153.97,113.05,121183900
2007-07-24,153.12,150.76,154.28,151.3,111.09,256732400
2007-07-25,152.02,150.25,152.39,151.61,111.32,265214500
2007-07-26,150.19,146.39,150.8,148.02,108.68,467592500
2007-07-27,148.21,145.05,148.87,145.11,106.54,422987600
2007-07-30,145.93,145.29,147.81,147.38,108.21,283017500
2007-07-31,148.33,145.04,149.46,145.72,106.99,316976700
2007-08-01,145.18,143.95,147.01,146.43,107.51,467670000
2007-08-02,146.76,145.26,147.76,147.6,108.37,294758400
2007-08-03,147.28,143.2,147.58,143.8,105.58,359398200
2007-08-06,144.21,142.53,146.83,146.21,107.35,324980000
2007-08-07,145.94,145.23,149.0,147.77,108.5,232568700
2007-08-08,148.41,147.34,150.59,149.83,110.01,274930600
2007-08-09,147.43,145.29,148.95,145.39,106.75,357622100
2007-08-10,144.39,143.12,146.5,144.71,106.25,411018400
2007-08-13,146.5,145.02,146.89,145.23,106.63,181917200
2007-08-14,145.7,142.72,146.06,143.01,105.0,264134500
2007-08-15,142.72,140.62,144.46,141.04,103.56,323834000
2007-08-16,139.79,137.0,142.94,142.1,104.33,546743700
2007-08-17,145.5,141.39,145.81,144.71,106.25,388218100
2007-08-20,145.17,143.29,145.47,144.64,106.2,187320400
2007-08-21,144.6,144.14,145.97,144.93,106.41,157066400
2007-08-22,146.01,145.33,146.8,146.65,107.67,173156700
2007-08-23,147.34,145.61,147.65,146.52,107.58,203915300
2007-08-24,146.48,146.28,148.33,148.33,108.91,128901900
2007-08-27,147.85,146.73,148.33,146.95,107.9,113024300
2007-08-28,146.16,143.46,146.25,143.72,105.52,219790700
2007-08-29,144.37,143.96,146.74,146.54,107.59,207654200
2007-08-30,145.45,145.31,147.19,146.15,107.31,191817300
2007-08-31,147.65,146.83,148.5,147.59,108.37,185477500
2007-09-04,147.45,147.4,149.98,149.08,109.46,120062000
2007-09-05,148.2,147.0,148.36,147.79,108.51,166261800
2007-09-06,147.95,147.12,148.61,148.13,108.76,127878400
2007-09-07,146.48,145.26,146.89,146.07,107.25,235447600
2007-09-10,146.52,144.33,146.72,145.79,107.04,192305900
2007-09-11,146.24,146.13,147.7,147.49,108.29,162081900
2007-09-12,147.29,146.98,148.44,147.87,108.57,149554600
2007-09-13,148.55,148.2,149.45,148.91,109.33,154079000
2007-09-14,147.96,147.74,149.09,148.9,109.33,121911000
2007-09-17,148.31,147.63,148.65,148.1,108.74,109870800
2007-09-18,148.83,148.13,152.5,152.46,111.94,263759500
2007-09-19,153.41,152.71,154.39,153.36,112.6,193779900
2007-09-20,153.34,152.11,153.43,152.28,111.81,175186800
2007-09-21,152.71,151.74,153.12,151.97,112.11,141457500
2007-09-24,152.42,151.36,152.82,151.69,111.9,139450200
2007-09-25,150.81,150.47,151.66,151.39,111.68,142289900
2007-09-26,152.25,151.39,152.77,152.19,112.27,135547000
2007-09-27,152.91,152.19,153.1,153.09,112.93,102713300
2007-09-28,152.85,151.98,153.19,152.58,112.56,133372100
2007-10-01,152.6,152.5,154.75,154.3,113.83,148162300
2007-10-02,154.61,153.81,154.65,154.09,113.67,112978800
2007-10-03,153.81,153.01,154.41,153.78,113.44,119055900
2007-10-04,154.11,153.59,154.26,154.02,113.62,76864400
2007-10-05,155.03,154.63,156.1,155.85,114.97,134579700
2007-10-08,155.39,154.77,155.49,155.02,114.36,71280400
2007-10-09,155.6,155.03,156.5,156.48,115.44,94054300
2007-10-10,156.04,155.41,156.44,156.22,115.24,101711100
2007-10-11,156.93,154.54,157.52,155.47,114.69,233529100
2007-10-12,155.46,155.27,156.35,156.33,115.33,124546700
2007-10-15,156.27,153.94,156.36,155.01,114.35,161151900
2007-10-16,154.41,153.47,154.52,153.78,113.44,166525700
2007-10-17,154.98,152.47,155.09,154.25,113.79,216687300
2007-10-18,153.45,153.08,154.19,153.69,113.38,148367500
2007-10-19,153.09,149.66,156.48,149.67,110.41,297169900
2007-10-22,148.86,148.66,150.76,150.54,111.05,261989800
2007-10-23,151.46,150.25,151.95,151.76,111.95,180085100
2007-10-24,151.21,148.84,151.74,151.48,111.75,326694200
2007-10-25,151.65,149.88,152.29,151.84,112.01,237374500
2007-10-26,153.06,151.9,153.62,153.62,113.33,176484000
2007-10-29,153.93,153.55,154.44,154.13,113.7,106841000
2007-10-30,153.45,152.87,153.75,153.06,112.91,132981600
2007-10-31,153.98,152.84,155.27,154.65,114.09,220954400
2007-11-01,153.29,150.59,153.41,151.03,111.42,333040800
2007-11-02,151.53,149.21,152.0,151.2,111.54,331228200
2007-11-05,149.64,148.97,151.16,150.05,110.69,226841000
2007-11-06,150.86,149.9,152.11,152.07,112.18,177800500
2007-11-07,150.44,147.55,151.13,147.91,109.11,306639700
2007-11-08,147.99,145.07,148.4,147.16,108.56,374509900
2007-11-09,145.69,144.89,147.54,145.14,107.07,277745100
2007-11-12,145.21,143.7,146.61,143.7,106.01,243087800
2007-11-13,145.37,145.22,148.31,148.08,109.24,191117400
2007-11-14,149.22,146.78,149.4,147.67,108.94,230558800
2007-11-15,146.57,144.52,147.49,145.54,107.37,263111100
2007-11-16,146.31,144.57,146.47,145.79,107.55,308770600
2007-11-19,145.28,143.19,145.36,143.76,106.05,267746000
